epoch,param,frob_norm,numel
2,layers.2.models.0.self_attn.proj_e.weight,0.6375200748443604,4096
2,layers.2.models.0.self_attn.proj_vg.weight,0.6532736420631409,4096
2,layers.2.models.0.norm1_attn.weight,8.000319480895996,64
2,layers.2.models.0.norm1_attn.bias,0.005868048407137394,64
2,layers.2.ff_linear1.weight,6.524183750152588,8192
2,layers.2.ff_linear1.bias,0.8264913558959961,128
2,layers.2.ff_linear2.weight,4.651478290557861,8192
2,layers.2.ff_linear2.bias,0.4180842339992523,64
2,layers.2.norm2.weight,8.000236511230469,64
2,layers.2.norm2.bias,0.006373686715960503,64
2,layers.3.models.0.self_attn.Q.weight,4.630125045776367,4096
2,layers.3.models.0.self_attn.K.weight,4.6619086265563965,4096
2,layers.3.models.0.self_attn.E.weight,4.617964267730713,4096
2,layers.3.models.0.self_attn.V.weight,4.653926372528076,4096
2,layers.3.models.0.self_attn.V_gate.weight,4.618077754974365,4096
2,layers.3.models.0.self_attn.shared_rel_emb_table.weight,0.3472909927368164,1152
2,layers.3.models.0.self_attn.proj_q.weight,0.6383932828903198,4096
2,layers.3.models.0.self_attn.proj_k.weight,0.6490317583084106,4096
2,layers.3.models.0.self_attn.proj_e.weight,0.6397156119346619,4096
2,layers.3.models.0.self_attn.proj_vg.weight,0.6512770652770996,4096
2,layers.3.models.0.norm1_attn.weight,8.00048542022705,64
2,layers.3.models.0.norm1_attn.bias,0.006544020958244801,64
2,layers.3.ff_linear1.weight,6.543206691741943,8192
2,layers.3.ff_linear1.bias,0.7957956194877625,128
2,layers.3.ff_linear2.weight,4.632481575012207,8192
2,layers.3.ff_linear2.bias,0.4180479645729065,64
2,layers.3.norm2.weight,8.000656127929688,64
2,layers.3.norm2.bias,0.006676817778497934,64
2,layers.4.models.0.self_attn.Q.weight,4.598398208618164,4096
2,layers.4.models.0.self_attn.K.weight,4.625003337860107,4096
2,layers.4.models.0.self_attn.E.weight,4.641471862792969,4096
2,layers.4.models.0.self_attn.V.weight,4.669179916381836,4096
2,layers.4.models.0.self_attn.V_gate.weight,4.564255714416504,4096
2,layers.4.models.0.self_attn.shared_rel_emb_table.weight,0.34544023871421814,1152
2,layers.4.models.0.self_attn.proj_q.weight,0.6469706892967224,4096
2,layers.4.models.0.self_attn.proj_k.weight,0.6453965306282043,4096
2,layers.4.models.0.self_attn.proj_e.weight,0.6387378573417664,4096
2,layers.4.models.0.self_attn.proj_vg.weight,0.6514524221420288,4096
2,layers.4.models.0.norm1_attn.weight,8.003541946411133,64
2,layers.4.models.0.norm1_attn.bias,0.010637989267706871,64
2,layers.4.ff_linear1.weight,6.521246433258057,8192
2,layers.4.ff_linear1.bias,0.7911253571510315,128
2,layers.4.ff_linear2.weight,4.62025260925293,8192
2,layers.4.ff_linear2.bias,0.3964401185512543,64
2,layers.4.norm2.weight,7.996727466583252,64
2,layers.4.norm2.bias,0.010573160834610462,64
2,post_mp.rel_emb.weight,34.12654113769531,1152
2,post_mp.scorer.weight,0.5583639740943909,128
2,post_mp.scorer.bias,0.01672660931944847,1
3,encoder.node_encoder.rel_emb.weight,34.64679718017578,1152
3,encoder.edge_encoder.emb.weight,33.824684143066406,1152
3,encoder.exp_edge_fixer.exp_edge_attr.weight,8.669381141662598,64
3,encoder.exp_edge_fixer.exp_edge_query_emb.weight,0.33455774188041687,1152
3,layers.0.models.0.self_attn.Q.weight,4.614981174468994,4096
3,layers.0.models.0.self_attn.K.weight,4.6712751388549805,4096
3,layers.0.models.0.self_attn.E.weight,4.619606018066406,4096
3,layers.0.models.0.self_attn.V.weight,4.595872402191162,4096
